jobCd,jobCdLevel,jobCdNm,rnum,jobTask,noticeCn,simlrJob,sprdOckclsYn,jobdevtipCn
8322,3,가전제품 설치 및 수리원,596,,,,,
8329,3,기타 전기·전자기기 설치 및 수리원,597,,,,,
8330,3,발전 및 배전 장치 조작원,598,,,,,
8340,3,전기 및 전자설비 조작원,599,,,,,
8351,3,전기 부품 및 제품 제조 기계 조작원,600,,,,,
8352,3,일차전지 및 이차전지 제조 기계 조작원,601,,,,,
8353,3,전자 부품 및 제품 제조 기계 조작원,602,,,,,
8360,3,전기·전자 부품 및 제품 조립원,603,,,,,
8411,3,컴퓨터 설치 및 수리원,604,,,,,
8412,3,이동전화기 수리원,605,,,,,
8419,3,기타 정보 통신기기 설치 및 수리원,606,,,,,
8421,3,방송 관련 장비 설치 및 수리원,607,,,,,
8422,3,통신 관련 장비 설치 및 수리원,608,,,,,
8423,3,방송·통신·인터넷 케이블 설치 및 수리원,609,,,,,
8511,3,석유 및 천연가스 제조 관련 제어 장치 조작원,610,,,,,
8512,3,화학물 가공 장치 조작원,611,,,,,
8519,3,기타 석유 및 화학물 가공 장치 조작원,612,,,,,
8521,3,타이어 및 고무제품 생산기 조작원,613,,,,,
8522,3,플라스틱제품 생산기 조작원,614,,,,,
8523,3,화학제품 생산기 조작원,615,,,,,
8524,3,고무 및 플라스틱제품 조립원,616,,,,,
8531,3,상하수도 처리 장치 조작원,617,,,,,
8532,3,재활용 처리 및 소각로 조작원,618,,,,,
8611,3,섬유 제조 기계 조작원,619,,,,,
8612,3,직조기 및 편직기 조작원,620,,,,,
8613,3,표백 및 염색 관련 기계 조작원,621,,,,,
8621,3,패턴사,622,,,,,
8622,3,재단사,623,,,,,
8623,3,재봉사,624,,,,,
8629,3,기타 섬유 및 가죽 관련 기능 종사원,625,,,,,
8631,3,한복 제조원,626,,,,,
8632,3,양장 및 양복 제조원,627,,,,,
8633,3,모피 및 가죽 의복 제조원,628,,,,,
8634,3,의복·가죽 및 모피 수선원,629,,,,,
8639,3,기타 의복 제조 관련 기능 종사원,630,,,,,
8641,3,제화원,631,,,,,
8642,3,신발 제조기 조작원,632,,,,,
8643,3,세탁 기계 조작원,633,,,,,
8649,3,기타 직물·신발 관련 기계 조작원,634,,,,,
8711,3,제과원 및 제빵사,635,,,,,
8712,3,떡 제조원,636,,,,,
8721,3,정육 가공원 및 도축원,637,,,,,
8722,3,김치 및 밑반찬 제조 종사원,638,,,,,
8723,3,도시락 제조원,639,,,,,
8724,3,식품 및 담배 등급원,640,,,,,
8729,3,기타 식품 가공 관련 기능 종사원,641,,,,,
8731,3,육류·어패류 및 낙농품 가공 기계 조작원,642,,,,,
8732,3,제분 및 도정 관련 기계 조작원,643,,,,,
8733,3,곡물가공 제품 기계 조작원,644,,,,,
8734,3,과실 및 채소가공 관련 기계 조작원,645,,,,,
8735,3,음료 제조 관련 기계 조작원,646,,,,,
8739,3,기타 식품가공 관련 기계 조작원,647,,,,,
8811,3,인쇄 관련 기계 조작원,648,,,,,
8812,3,사진 인화 및 현상기 조작원,649,,,,,
8821,3,목재 가공 관련 기계 조작원,650,,,,,
8822,3,펄프 및 종이 제조 장치 조작원,651,,,,,
8823,3,종이제품 생산기 조작원,652,,,,,
8829,3,기타 목재 및 종이 관련 기계 조작원,653,,,,,
8831,3,가구 제조 및 수리원,654,,,,,
8832,3,가구 조립원,655,,,,,
8833,3,목제품 제조 관련 종사원,656,,,,,
8841,3,공예원,657,,,,,
8842,3,귀금속 및 보석 세공원,658,,,,,
8851,3,악기 제조 및 조율사,659,,,,,
8852,3,간판 제작 및 설치원,660,,,,,
8853,3,기타 기능 관련 종사원,661,,,,,
8859,3,기타 기계 조작원,662,,,,,
8900,3,기타 제조 관련 단순 종사원,663,,,,,
9011,3,곡식작물 재배원,664,,,,,
9012,3,채소 및 특용작물 재배원,665,,,,,
9013,3,과수작물 재배원,666,,,,,
9014,3,원예작물 재배원,667,,,,,
9015,3,조경원,668,,,,,
9021,3,낙농 관련 종사원,669,,,,,
9022,3,한우 및 육우 사육원,670,,,,,
9023,3,돼지 사육원,671,,,,,
9024,3,가금 사육원,672,,,,,
9029,3,기타 축산 및 사육 관련 종사원,673,,,,,
9031,3,조림·산림 경영인 및 벌목원,674,,,,,
9039,3,기타 임업 관련 종사원,675,,,,,
9041,3,양식원,676,,,,,
9042,3,어부 및 해녀,677,,,,,
9051,3,농업 관련 단순 종사원,678,,,,,
9052,3,임업 관련 단순 종사원,679,,,,,
9053,3,어업 관련 단순 종사원,680,,,,,
011100,4,의회 의원,681,,,,,
011200,4,고위 공무원 및 정당·특수 단체 임원,682,,,,,
011300,4,기업 대표 및 기업 고위 임원,683,,,,,
012100,4,정부 행정 관리자,684,,,,,
012200,4,경영 지원 관리자,685,,,,,
012201,4,경영기획 부서장,686,,,,,
012202,4,인사·노무·교육·총무·감사 부서장,687,,,,,
012203,4,자재·구매 부서장,688,,,,,
012204,4,재무·회계·경리 부서장,689,,,,,
012205,4,기타 경영지원 서비스 관리자,690,,,,,
012300,4,마케팅 및 광고·홍보 관리자(부서장),691,,,,,
012400,4,금융 및 보험 관리자(부서장),692,,,,,
013100,4,연구 관리자(부서장),693,,,,,
013200,4,교육 관리자(부서장),694,,,,,
013300,4,법률·경찰·소방 및 교도 관리자,695,,,,,
013400,4,보건 의료 관련 관리자(부서장),696,,,,,
013500,4,사회복지 관련 관리자(부서장),697,,,,,
013600,4,문화·예술 관련 관리자(부서장),698,,,,,
013700,4,정보 통신 관련 관리자(부서장),699,,,,,
013900,4,기타 전문 서비스 관리자,700,,,,,
013901,4,부동산·임대업 관리자,701,,,,,
013902,4,아파트 관리소장,702,,,,,
013903,4,빌딩 관리소장,703,,,,,
013904,4,"조사, 인력공급·알선 및 기타 전문서비스 관리자(부서장)",704,,,,,
014100,4,숙박·여행·오락 및 스포츠 관련 관리자,705,,,,,
014101,4,미용·여행·숙박·오락 서비스 관리자,706,,,,,
014102,4,스포츠 관리자,707,,,,,
014200,4,음식 서비스 관련 관리자,708,,,,,
014300,4,환경·청소 및 경비 관련 관리자,709,,,,,
014301,4,경비 관리자,710,,,,,
014302,4,환경·청소 관리자,711,,,,,
015100,4,영업 및 판매 관련 관리자,712,,,,,
015101,4,영업 관리자(영업소장·지점장),713,,,,,
015102,4,판매 관리자(소규모 판매점장 제외),714,,,,,
015200,4,운송 관련 관리자(부서장),715,,,,,
015900,4,기타 판매 및 고객 서비스 관리자,716,,,,,
016100,4,건설 및 광업 관련 관리자(부서장),717,,,,,
016200,4,전기·가스 및 수도 관련 관리자(부서장),718,,,,,
016300,4,제품 생산 관련 관리자,719,,,,,
016301,4,기계·금속·비금속 제조 관리자(공장장),720,,,,,
016302,4,화학 제조 관리자(공장장),721,,,,,
016303,4,섬유·의류 제조 관리자(공장장),722,,,,,
016304,4,전기·전자 제조 관리자(공장장),723,,,,,
016305,4,식품가공 제조 관리자(공장장),724,,,,,
016306,4,기타 제품 제조 관리자(공장장),725,,,,,
016900,4,기타 건설·전기 및 생산 관련 관리자,726,,,,,
016901,4,수리·정비 관리자(부서장),727,,,,,
016902,4,농림어업 및 기타 생산 관리자,728,,,,,
021100,4,정부 행정 전문가,729,,,,,
021200,4,행정사,730,,,,,
022100,4,"경영 및 진단 전문가(경영 컨설턴트, M&A·창업·인증심사·FTA)",731,,,,,
022200,4,인사 및 노사 관련 전문가,732,,,,,
022201,4,인사·노무 전문가,733,,,,,
022202,4,HRD·교육·훈련 전문가,734,,,,,
023100,4,회계사,735,,,,,
023200,4,세무사,736,,,,,
023300,4,관세사,737,,,,,
023301,4,관세사,738,,,,,
023302,4,FTA 원산지관리사,739,,,,,
023400,4,감정 관련 전문가,740,,,,,
023401,4,감정평가사,741,,,,,
023402,4,감정사(문화재·보석·문서·음식료품 및 조향사),742,,,,,
024100,4,광고 및 홍보 전문가,743,,,,,
024101,4,광고·홍보 전문가,744,,,,,
024102,4,마케팅 전문가,745,,,,,
024200,4,조사 전문가,746,,,,,
024300,4,상품 기획 전문가,747,,,,,
024301,4,상품 기획자,748,,,,,
024302,4,머천다이저(MD),749,,,,,
024400,4,행사·전시 및 회의 기획자,750,,,,,
024401,4,행사·이벤트 기획자,751,,,,,
024402,4,전시·회의 기획자,752,,,,,
025100,4,조세 행정 사무원,753,,,,,
025200,4,관세 행정 사무원,754,,,,,
025300,4,병무 행정 사무원,755,,,,,
025900,4,기타 정부 행정 사무원,756,,,,,
025901,4,국가·지방행정 사무원,757,,,,,
025902,4,군무원,758,,,,,
026100,4,경영 기획 사무원,759,,,,,
026200,4,영업 및 마케팅 사무원,760,,,,,
026201,4,마케팅·광고·홍보·상품기획 사무원,761,,,,,
026202,4,영업 기획·관리·지원 사무원,762,,,,,
026203,4,분양·임대 사무원,763,,,,,
026300,4,인사 및 노무 사무원,764,,,,,
026301,4,인사 사무원,765,,,,,
026302,4,노무 사무원,766,,,,,
026400,4,교육 및 훈련 사무원,767,,,,,
026500,4,총무 사무원 및 대학 행정조교,768,,,,,
026501,4,총무 및 일반 사무원,769,,,,,
026502,4,병원행정 사무원(원무),770,,,,,
026503,4,학교행정 사무원(교무),771,,,,,
026504,4,대학 행정조교,772,,,,,
026505,4,협회·회원단체 사무원,773,,,,,
026506,4,기숙사사감 및 독서실·고시원 총무,774,,,,,
026600,4,감사 사무원,775,,,,,
027100,4,회계 사무원,776,,,,,
027101,4,재무 사무원,777,,,,,
027102,4,회계 사무원(회계·세무 사무소),778,,,,,
027103,4,회계 사무원(일반 사업체),779,,,,,
027200,4,경리 사무원,780,,,,,
027201,4,경리 사무원(무역),781,,,,,
027202,4,경리 사무원(운수),782,,,,,
027203,4,경리 사무원(건설),783,,,,,
027204,4,경리 사무원(제조),784,,,,,
027205,4,경리 사무원(회계·세무 사무소),785,,,,,
027206,4,경리 사무원(일반사업체),786,,,,,
027207,4,경리 사무원(아파트·빌딩),787,,,,,
027208,4,단순 경리 사무원,788,,,,,
028100,4,무역 사무원,789,,,,,
028101,4,무역 사무원(영어),790,,,,,
028102,4,무역 사무원(중국어),791,,,,,
028103,4,무역 사무원(일본어),792,,,,,
028104,4,무역 사무원(기타 언어),793,,,,,
028105,4,관세 사무원,794,,,,,
028106,4,FTA 관리 사무원,795,,,,,
028200,4,도로 및 철도운송 사무원,796,,,,,
028201,4,도로 운송 사무원(배차사무 포함),797,,,,,
028202,4,철도·지하철 운송 사무원,798,,,,,
028300,4,수상 및 항공운송 사무원,799,,,,,
028301,4,항공 운송 사무원,800,,,,,
028302,4,수상 운송 사무원(해상 운송),801,,,,,
028400,4,자재관리 사무원,802,,,,,
028401,4,자재·구매 사무원(건설),803,,,,,
028402,4,자재·구매 사무원(기계·자동차·금속),804,,,,,
028403,4,자재·구매 사무원(화학·섬유·의류),805,,,,,
028404,4,자재·구매 사무원(전기·전자·컴퓨터),806,,,,,
028405,4,자재·구매 사무원(음식료품),807,,,,,
028406,4,자재·구매 사무원(일반 사업체),808,,,,,
028407,4,창고 관리원(자재 검수원 포함),809,,,,,
028408,4,물류 사무원(물류 관리사),810,,,,,
028500,4,생산 및 품질관리 사무원,811,,,,,
028501,4,생산관리 사무원(건설),812,,,,,
028502,4,생산관리 사무원(기계·자동차·금속),813,,,,,
028503,4,생산관리 사무원(화학·섬유·의료),814,,,,,
028504,4,생산관리 사무원(전기·전자·컴퓨터),815,,,,,
028505,4,생산관리 사무원(음식료품),816,,,,,
028506,4,생산관리 사무원(그 외 분야),817,,,,,
028507,4,품질관리 사무원(건설),818,,,,,
028508,4,품질관리 사무원(기계·자동차·금속),819,,,,,
028509,4,품질관리 사무원(화학·섬유·의료),820,,,,,
028510,4,품질관리 사무원(전기·전자·컴퓨터),821,,,,,
028511,4,품질관리 사무원(음식료품),822,,,,,
028512,4,품질관리 사무원(그 외 분야),823,,,,,
028900,4,기타 운송 및 무역 사무원,824,,,,,
029100,4,안내·접수원 및 전화교환원,825,,,,,
029101,4,"일반 예약·접수 사무원(AS,고장,가입 및 호텔,콘도 등 제외)",826,,,,,
029102,4,예약·접수 사무원(A/S·고장·가입·신규발급·이전),827,,,,,
029103,4,호텔·콘도·숙박시설 프론트 사무원,828,,,,,
029104,4,데스크 안내원,829,,,,,
029105,4,방송 안내원,830,,,,,
029200,4,고객 상담 및 모니터 요원,831,,,,,
029201,4,콜센터 매니저,832,,,,,
029202,4,콜센터 상담원(콜센터·고객센터·CS센터),833,,,,,
029203,4,고객 상담원(학원·학습지·유학·이민),834,,,,,
029204,4,고객 상담원(금융·보험·부동산),835,,,,,
029205,4,고객 상담원(스포츠·예식·항공·여행·숙박·오락),836,,,,,
029206,4,고객 상담원(홈 및 인터넷쇼핑몰·택배·운송),837,,,,,
029207,4,고객 상담원(백화점·마트),838,,,,,
029208,4,고객 상담원(인터넷·통신),839,,,,,
029209,4,고객 상담원(A/S·고장·제품사용),840,,,,,
029210,4,병원 코디네이터,841,,,,,
029211,4,모니터 요원,842,,,,,
029212,4,취업 알선원,843,,,,,
029213,4,부동산 중개 보조 사무원,844,,,,,
029300,4,통계·데이터 관련 사무원,845,,,,,
029301,4,통계 사무원,846,,,,,
029302,4,통계·설문 조사원(슈퍼바이저 포함),847,,,,,
029400,4,비서,848,,,,,
029500,4,전산 자료 입력원,849,,,,,
029501,4,전산자료 입력원(DB·단순자료),850,,,,,
029502,4,전산자료 입력원(약국·판매·대리점),851,,,,,
029503,4,홈페이지 자료관리원(정보검색 포함),852,,,,,
029504,4,HTML 코더,853,,,,,
029600,4,속기사,854,,,,,
029700,4,자원봉사 관리원,855,,,,,
029900,4,기타 사무 지원 종사원,856,,,,,
029901,4,도서 정리원,857,,,,,
029902,4,출판·자료 편집 사무원,858,,,,,
029903,4,사무 보조원(공공기관),859,,,,,
029904,4,사무 보조원(일반사업체),860,,,,,
031100,4,투자 및 신용 분석가(애널리스트),861,,,,,
031200,4,자산 운용가(펀드매니저),862,,,,,
031300,4,금융 및 보험 상품 개발자,863,,,,,
031400,4,증권 및 외환 딜러,864,,,,,
031500,4,손해 사정사,865,,,,,
031900,4,"기타 금융 및 보험 관련 전문가(금융 컨설턴트, PB 등)",866,,,,,
032100,4,은행 사무원(출납창구 제외),867,,,,,
032200,4,증권 사무원(출납창구 제외),868,,,,,
032300,4,보험 심사원 및 사무원,869,,,,,
032400,4,출납 창구 사무원,870,,,,,
032401,4,출납창구 사무원(은행·농협·수협·축협),871,,,,,
032402,4,출납창구 사무원(우체국·새마을금고),872,,,,,
032403,4,출납창구 사무원(증권 및 기타 금융기관),873,,,,,
032500,4,수금원 및 신용 추심원,874,,,,,
032501,4,수금원,875,,,,,
032502,4,신용 추심원(채권 관리원),876,,,,,
032503,4,연체 안내원(체납 고지원),877,,,,,
032900,4,"기타 금융 사무원(카드사·신협·새마을금고·할부사, 우체국(금융부문) 등)",878,,,,,
033100,4,대출 및 신용카드 모집인,879,,,,,
033200,4,보험 모집인 및 투자 권유 대행인,880,,,,,
033201,4,보험 대리인 및 중개인,881,,,,,
033202,4,보험 모집인(보험설계사·FC),882,,,,,
033203,4,투자 권유 대행인,883,,,,,
110100,4,인문과학 연구원,884,,,,,
110200,4,사회과학 연구원,885,,,,,
121100,4,자연과학 연구원,886,,,,,
121200,4,자연과학 시험원,887,,,,,
122100,4,생명과학 연구원,888,,,,,
122101,4,생명과학 연구원,889,,,,,
122102,4,농어업 연구원 및 기술자,890,,,,,
122103,4,임업 및 산림 연구원 및 기술자,891,,,,,
122200,4,생명과학 시험원,892,,,,,
122300,4,농림어업 관련 시험원,893,,,,,
131100,4,컴퓨터 하드웨어 기술자 및 연구원,894,,,,,
131200,4,통신공학 기술자 및 연구원,895,,,,,
131201,4,통신기기·장비 개발자 및 연구원,896,,,,,
131202,4,통신기술 개발자 및 통신망 운영 기술자,897,,,,,
131203,4,통신공사 감리 기술자,898,,,,,
132000,4,컴퓨터시스템 전문가,899,,,,,
132001,4,IT 컨설턴트,900,,,,,
132002,4,컴퓨터시스템 설계 및 분석가,901,,,,,
132003,4,IT 감리 전문가(시스템 감리),902,,,,,
133100,4,시스템 소프트웨어 개발자,903,,,,,
133101,4,시스템 소프트웨어 개발자(프로그래머),904,,,,,
133102,4,펌웨어 및 임베디드 소프트웨어 프로그래머,905,,,,,
133200,4,응용 소프트웨어 개발자,906,,,,,
133201,4,JAVA 프로그래밍 언어 전문가,907,,,,,
133202,4,C언어 및 그 외 프로그래밍 언어 전문가,908,,,,,
133203,4,"범용 응용 소프트웨어 프로그래머(ERP,정보처리,재무관리 등)",909,,,,,
133204,4,"산업특화 응용 소프트웨어 프로그래머(국방,항공,교통,에너지,금융,자동차 등)",910,,,,,
133205,4,네트워크 프로그래머,911,,,,,
133206,4,게임 프로그래머,912,,,,,
133207,4,모바일 애플리케이션 프로그래머(앱·어플 개발),913,,,,,
133300,4,웹 개발자,914,,,,,
133301,4,웹 개발자(웹 엔지니어·웹 프로그래머),915,,,,,
133302,4,웹 기획자,916,,,,,
133900,4,기타 컴퓨터 시스템 및 소프트웨어 전문가(IT 테스터 및 IT QA 전문가 등),917,,,,,
134100,4,네트워크 시스템 개발자,918,,,,,
134200,4,정보 보안 전문가,919,,,,,
134201,4,정보보호 전문가,920,,,,,
134202,4,침해사고 대응 전문가,921,,,,,
134900,4,기타 네트워크 및 정보 보안 전문가(디지털 포렌식 전문가 등),922,,,,,
135100,4,데이터 시스템 전문가,923,,,,,
135101,4,데이터 설계 및 프로그래머,924,,,,,
135102,4,데이터베이스 운영·관리자,925,,,,,
135200,4,데이터 분석가(빅데이터 분석가),926,,,,,
136100,4,정보 시스템 운영자,927,,,,,
136101,4,정보시스템 운영자,928,,,,,
136102,4,네트워크 관리자(클라우딩컴퓨터운영관리자),929,,,,,
136103,4,IT 기술지원 전문가,930,,,,,
136200,4,웹 운영자(홈페이지 관리자),931,,,,,
137000,4,통신 및 방송 송출 장비 기사,932,,,,,
140100,4,건축가(건축설계 포함),933,,,,,
140200,4,건축공학 기술자,934,,,,,
140201,4,건축 현장소장,935,,,,,
140202,4,건축구조 기술자,936,,,,,
140203,4,건축시공 기술자(건축견적 포함),937,,,,,
140204,4,건축설비 기술자,938,,,,,
140205,4,건축감리 기술자,939,,,,,
140206,4,건축안전·환경·품질·에너지관리 기술자,940,,,,,
140300,4,토목공학 기술자,941,,,,,
140301,4,토목 현장소장,942,,,,,
140302,4,토목구조 설계 기술자,943,,,,,
140303,4,토목시공 기술자(토목견적 포함),944,,,,,
140304,4,토목감리 기술자,945,,,,,
140305,4,토목안전·환경·품질 기술자,946,,,,,
140400,4,조경 기술자,947,,,,,
140500,4,도시 및 교통 관련 전문가,948,,,,,
140501,4,도시 계획·설계가,949,,,,,
140502,4,교통 계획·설계·안전·영향평가 전문가,950,,,,,
140600,4,측량 및 공간정보 전문가,951,,,,,
140601,4,측량사,952,,,,,
140602,4,지도제작 및 공간정보시스템 전문가,953,,,,,
140700,4,건설자재 시험원,954,,,,,
151100,4,기계공학 기술자 및 연구원,955,,,,,
151101,4,산업기계공학 기술자 및 연구원,956,,,,,
151102,4,건설기계공학 기술자 및 연구원,957,,,,,
151103,4,금형공학 기술자 및 연구원,958,,,,,
151104,4,플랜트공학 기술자 및 연구원,959,,,,,
